503, 393, 81, 88, 0.098384, -1
94, 399, 54, 70, 0.030667, -1
953, 374, 67, 93, 0.025671, -1
5, 378, 32, 53, 0.007305, -1
11, 84, 121, 417, 0.007233, -1
598, 364, 70, 86, 0.006716, -1
627, 408, 78, 64, 0.005789, -1
3, 367, 145, 71, 0.004120, -1
742, 372, 78, 99, 0.004112, -1
348, 388, 39, 107, 0.002385, -1
261, 437, 46, 75, 0.002167, -1
827, 533, 182, 103, 0.001862, -1
180, 97, 71, 120, 0.001816, -1
74, 297, 61, 189, 0.001557, -1
738, 499, 96, 57, 0.001177, -1
629, 374, 61, 87, 0.001159, -1
693, 305, 56, 139, 0.001120, -1
195, 427, 49, 101, 0.001046, -1
145, 376, 69, 93, 0.001039, -1
138, 401, 50, 91, 0.000938, -1
67, 359, 53, 97, 0.000739, -1
725, 338, 81, 129, 0.000703, -1
562, 512, 288, 255, 0.000693, -1
893, 130, 59, 58, 0.000618, -1
854, 500, 61, 126, 0.000602, -1
829, 417, 51, 82, 0.000558, -1
22, 3, 109, 100, 0.000544, -1
47, 403, 70, 72, 0.000486, -1
804, 399, 67, 78, 0.000466, -1
956, 418, 60, 47, 0.000436, -1
663, 615, 169, 114, 0.000310, -1
622, 642, 145, 125, 0.000308, -1
915, 352, 52, 76, 0.000305, -1
875, 438, 41, 56, 0.000296, -1
793, 406, 56, 89, 0.000294, -1
739, 512, 109, 78, 0.000272, -1
63, 530, 255, 52, 0.000261, -1
684, 528, 275, 156, 0.000245, -1
211, 101, 57, 103, 0.000245, -1
271, 461, 40, 77, 0.000220, -1
172, 398, 71, 152, 0.000199, -1
787, 435, 53, 89, 0.000192, -1
649, 717, 107, 50, 0.000190, -1
677, 588, 68, 149, 0.000165, -1
101, 439, 54, 42, 0.000138, -1
273, 485, 115, 96, 0.000124, -1
110, 354, 45, 114, 0.000121, -1
469, 381, 54, 84, 0.000119, -1
426, 426, 59, 59, 0.000118, -1
764, 540, 180, 116, 0.000114, -1
647, 610, 70, 157, 0.000111, -1
772, 46, 35, 60, 0.000097, -1
219, 429, 51, 97, 0.000094, -1
712, 580, 159, 102, 0.000080, -1
611, 515, 259, 35, 0.000072, -1
695, 470, 65, 68, 0.000068, -1
531, 422, 80, 65, 0.000066, -1
170, 74, 72, 211, 0.000063, -1
893, 60, 104, 94, 0.000061, -1
72, 397, 51, 96, 0.000060, -1
573, 365, 64, 86, 0.000058, -1
947, 339, 57, 117, 0.000056, -1
348, 533, 431, 53, 0.000056, -1
244, 424, 45, 103, 0.000051, -1
8, 85, 68, 386, 0.000051, -1
656, 382, 46, 97, 0.000043, -1
671, 376, 66, 89, 0.000037, -1
27, 416, 46, 56, 0.000033, -1
735, 449, 72, 57, 0.000033, -1
294, 554, 501, 43, 0.000033, -1
323, 458, 68, 81, 0.000033, -1
416, 525, 328, 194, 0.000033, -1
773, 416, 51, 83, 0.000028, -1
622, 578, 78, 189, 0.000028, -1
196, 107, 106, 115, 0.000026, -1
241, 492, 60, 73, 0.000024, -1
167, 310, 77, 133, 0.000023, -1
854, 410, 56, 94, 0.000023, -1
494, 438, 81, 62, 0.000022, -1
617, 428, 68, 50, 0.000022, -1
