168, 308, 431, 491, 0.152029, -1
13, 351, 159, 448, 0.060031, -1
290, 0, 309, 288, 0.016606, -1
20, 40, 259, 681, 0.014207, -1
0, 148, 345, 256, 0.009199, -1
276, 516, 257, 283, 0.007373, -1
225, 244, 322, 387, 0.005942, -1
332, 129, 151, 125, 0.005887, -1
13, 251, 356, 261, 0.003683, -1
45, 190, 446, 609, 0.003113, -1
0, 548, 289, 233, 0.002409, -1
429, 97, 170, 477, 0.002082, -1
0, 599, 192, 200, 0.001849, -1
445, 0, 154, 307, 0.001665, -1
0, 0, 303, 304, 0.001013, -1
14, 0, 379, 462, 0.001013, -1
51, 509, 548, 279, 0.000968, -1
50, 370, 266, 235, 0.000564, -1
262, 124, 337, 114, 0.000527, -1
341, 0, 239, 103, 0.000393, -1
45, 0, 554, 344, 0.000365, -1
211, 301, 275, 112, 0.000363, -1
374, 252, 225, 547, 0.000198, -1
439, 487, 160, 312, 0.000190, -1
308, 0, 291, 722, 0.000180, -1
396, 419, 203, 109, 0.000158, -1
249, 0, 219, 249, 0.000124, -1
48, 410, 80, 127, 0.000121, -1
4, 48, 595, 517, 0.000115, -1
280, 0, 215, 500, 0.000103, -1
420, 0, 99, 136, 0.000100, -1
370, 0, 135, 60, 0.000095, -1
312, 274, 95, 143, 0.000085, -1
75, 417, 89, 173, 0.000074, -1
339, 654, 240, 145, 0.000062, -1
222, 424, 377, 275, 0.000053, -1
6, 266, 216, 290, 0.000052, -1
0, 273, 51, 171, 0.000038, -1
522, 0, 77, 86, 0.000037, -1
300, 102, 94, 148, 0.000036, -1
373, 708, 87, 91, 0.000036, -1
278, 172, 249, 108, 0.000035, -1
7, 192, 154, 474, 0.000027, -1
276, 272, 108, 160, 0.000027, -1
449, 432, 103, 185, 0.000019, -1
143, 256, 456, 230, 0.000019, -1
215, 227, 101, 164, 0.000017, -1
33, 421, 215, 134, 0.000016, -1
4, 710, 91, 89, 0.000016, -1
64, 0, 414, 126, 0.000015, -1
331, 158, 96, 185, 0.000015, -1
161, 0, 218, 256, 0.000012, -1
188, 121, 280, 120, 0.000010, -1
0, 99, 50, 195, 0.000010, -1
247, 0, 70, 76, 0.000009, -1
149, 0, 254, 56, 0.000007, -1
235, 0, 119, 53, 0.000006, -1
484, 396, 105, 179, 0.000004, -1
5, 0, 151, 433, 0.000003, -1
202, 4, 220, 524, 0.000002, -1
0, 127, 135, 141, 0.000000, -1
